f1,accuracy,precision,recall,f1_std,accuracy_std,precision_std,recall_std,trial_number,total_trials,experiment,label_col,text_col,date
0.5941165839587221,0.6075268817204301,0.42681354440692304,0.9814814814814813,0.035766853246247815,0.05674526796541403,0.035433458807926754,0.01851851851851855,64,100,tfidf_mlp_optuna,label_original,description_title_cats_compact,01_01_08_2025
