f1,precision,recall,accuracy,model_name,experiment,label_col,text_col,date
0.7567567567567568,0.875,0.6666666666666666,0.875,moonshotai/kimi-k2,icl_zero_shot,label_original,description_title_cats_compact,17_30_07_2025
