f1,accuracy,precision,recall,f1_std,accuracy_std,precision_std,recall_std,trial_number,total_trials,experiment,label_col,text_col,date
0.7698914823477421,0.875268817204301,0.8259404630457261,0.7259259259259259,0.04549800865044114,0.020514821535848275,0.038125372091256673,0.07626392697027408,95,100,tfidf_mlp_optuna,label_original,description_title_cats_compact,00_01_08_2025
